Drug,Target
DB01054,8912
DB01054,9254
DB01054,776
DB01054,779
DB01056,1544
DB01056,213
DB01056,6331
DB01057,213
DB01057,590
DB01058,1576
DB01058,1544
DB01058,1557
DB01058,1551
DB01058,1577
DB01058,64816
DB01059,1576
DB01059,1544
DB01059,1551
DB01059,1577
DB01059,9356
DB01059,6584
DB01059,1543
DB01059,7153
DB01060,1557
DB01060,9356
DB01060,6564
DB01060,6565
DB01062,1576
DB01062,1565
DB01062,1577
DB01062,1558
DB01062,1131
DB01062,1128
DB01062,1129
DB01063,1813
DB01063,1812
DB01063,367
DB01064,1543
DB01064,6647
DB01064,153
DB01064,154
DB01064,155
DB01064,5594
DB01064,5295
DB01064,5296
DB01064,8503
DB01065,4353
DB01065,1544
DB01065,1559
DB01065,811
DB01065,1588
DB01065,1557
DB01065,1545
DB01065,9376
DB01065,3620
DB01065,4835
DB01065,1543
DB01065,2099
DB01065,801
DB01065,4543
DB01065,4544
DB01065,6096
DB01065,8288
DB01065,438
DB01067,1576
DB01067,1559
DB01067,213
DB01067,8647
DB01067,5468
DB01067,54658
DB01067,6833
DB01068,1576
DB01068,1571
DB01068,213
DB01068,8856
DB01068,2554
DB01068,706
DB01068,10
DB01069,1565
DB01069,1559
DB01069,5243
DB01069,1555
DB01069,148
DB01069,1813
DB01069,1131
DB01069,1128
DB01069,1129
DB01069,3269
DB01069,3356
DB01069,1132
DB01069,1133
DB01069,3274
DB01069,801
DB01070,7421
DB01072,1576
DB01072,1559
DB01072,5243
DB01072,213
DB01072,1558
DB01072,8647
DB01072,10599
DB01072,4363
DB01072,54658
DB01073,2030
DB01073,6240
DB01073,5422
DB01073,1633
DB01074,1576
DB01074,1565
DB01074,1555
DB01074,3757
DB01074,1376
DB01074,1374
DB01075,1565
DB01075,1559
DB01075,5742
DB01075,1562
DB01075,1557
DB01075,6582
DB01075,6584
DB01075,1129
DB01075,3269
DB01076,1576
DB01076,1565
DB01076,1559
DB01076,5243
DB01076,1244
DB01076,213
DB01076,1557
DB01076,1551
DB01076,1577
DB01076,1558
DB01076,8647
DB01076,6579
DB01076,10599
DB01076,4363
DB01076,10257
DB01076,10057
DB01076,3156
DB01076,1555
DB01076,54658
DB01076,11309
DB01076,54659
DB01076,196
DB01076,1803
DB01077,5802
DB01077,523
DB01078,476
DB01079,1544
DB01079,1565
DB01079,5243
DB01079,1571
DB01079,1558
DB01079,9429
DB01079,6532
DB01079,3358
DB01079,3357
DB01079,3356
DB01079,3360
DB01080,1559
DB01080,18
DB01080,206358
DB01080,2550
DB01081,4988
DB01081,4985
DB01082,9356
DB01082,23569
DB01083,1576
DB01083,5321
DB01083,5406
DB01083,8513
DB01083,2194
DB01084,3269
DB01085,1576
DB01085,1571
DB01085,1548
DB01085,1131
DB01085,1128
DB01085,1129
DB01085,1132
DB01086,5243
DB01086,1066
DB01086,6336
DB01087,1576
DB01087,1544
DB01087,1565
DB01087,5243
DB01087,1545
DB01087,4835
DB01087,1543
DB01087,3855
DB01088,5327
DB01088,6578
DB01088,5142
DB01088,5144
DB01088,11309
DB01088,5141
DB01088,28232
DB01088,5731
DB01088,11251
DB01088,5739
DB01088,5143
DB01089,6571
DB01090,1136
DB01090,1143
DB01091,6713
DB01092,6579
DB01092,10599
DB01092,9376
DB01092,1543
DB01092,53919
DB01092,353189
DB01092,476
DB01092,477
DB01092,478
DB01093,1576
DB01093,1565
DB01093,1557
DB01093,7276
DB01095,1576
DB01095,1565
DB01095,1559
DB01095,1244
DB01095,1557
DB01095,1577
DB01095,1558
DB01095,10599
DB01095,3156
DB01095,1543
DB01095,1555
DB01095,54658
DB01095,11309
DB01095,6564
DB01095,54659
DB01095,7364
DB01096,1565
DB01097,1544
DB01097,1559
DB01097,9429
DB01097,196
DB01097,1723
DB01097,2185
DB01098,1576
DB01098,1559
DB01098,1244
DB01098,213
DB01098,1557
DB01098,1577
DB01098,8647
DB01098,6579
DB01098,9429
DB01098,10599
DB01098,4363
DB01098,23657
DB01098,9376
DB01098,10257
DB01098,3156
DB01098,11309
DB01099,1786
DB01100,1576
DB01100,1544
DB01100,1565
DB01100,5243
DB01100,1571
DB01100,1551
DB01100,1577
DB01100,3757
DB01100,1813
DB01100,1814
DB01100,801
DB01101,1559
DB01101,1066
DB01101,7298
DB01101,1890
DB01101,978
DB01101,1806
DB01102,153
DB01102,154
DB01102,155
DB01104,1576
DB01104,1565
DB01104,1559
DB01104,5243
DB01104,213
DB01104,1557
DB01104,4128
DB01104,1555
DB01104,6532
DB01104,6531
DB01104,4129
DB01104,10857
DB01105,1576
DB01105,6532
DB01105,6531
DB01105,6530
DB01106,3269
DB01106,23620
DB01107,2554
DB01108,1576
DB01108,3284
DB01108,3283
DB01108,2099
DB01108,2100
DB01109,6906
DB01109,2159
DB01109,2263
DB01109,2260
DB01109,2264
DB01109,5196
DB01109,2247
DB01109,462
DB01109,2246
DB01109,2249
DB01109,6403
DB01109,9965
DB01109,3082
DB01109,10855
DB01110,1576
DB01110,1565
DB01110,1559
DB01110,5243
DB01110,1571
DB01110,1588
DB01110,1557
DB01110,4843
DB01110,4846
DB01110,8856
DB01110,1555
DB01110,1548
DB01110,3757
DB01110,3783
DB01110,1584
DB01110,81033
DB01110,90134
DB01110,3778
DB01110,1595
DB01110,3779
DB01110,10242
DB01110,27094
DB01110,27345
DB01110,3780
DB01110,3781
DB01110,3782
DB01112,6564
DB01112,6565
DB01113,5142
DB01113,10846
DB01114,1576
DB01114,1565
DB01114,1551
DB01114,1577
DB01114,6582
DB01114,6580
DB01114,6532
DB01114,6531
DB01114,6530
DB01114,3269
DB01115,1576
DB01115,1544
DB01115,1565
DB01115,5243
DB01115,1571
DB01115,1244
DB01115,1551
DB01115,1577
DB01115,1558
DB01115,8714
DB01115,8647
DB01115,10599
DB01115,1543
DB01115,8856
DB01115,1555
DB01115,1548
DB01115,3736
DB01115,781
DB01115,775
DB01115,783
DB01115,8912
DB01115,776
DB01115,779
DB01115,801
DB01116,590
DB01117,1576
DB01117,1559
DB01117,5243
DB01117,1723
DB01118,1576
DB01118,1544
DB01118,1565
DB01118,1559
DB01118,5243
DB01118,1557
DB01118,1551
DB01118,1577
DB01118,1558
DB01118,8647
DB01118,6582
DB01118,5468
DB01118,1543
DB01118,1548
DB01118,3757
DB01118,153
DB01118,8912
DB01118,9254
DB01118,7067
DB01118,7068
DB01119,2752
DB01119,3767
DB01119,759
DB01119,760
DB01119,3778
DB01119,476
DB01119,6559
DB01120,1559
DB01120,213
DB01120,1557
DB01120,7422
DB01120,6833
DB01121,6323
DB01122,590
DB01122,43
DB01123,2147
DB01124,1559
DB01124,213
DB01124,1562
DB01124,1557
DB01124,1558
DB01124,6579
DB01124,9356
DB01124,11309
DB01124,6564
DB01124,6565
DB01124,3758
DB01124,6833
DB01125,2677
DB01126,1576
DB01126,213
DB01126,1577
DB01126,5004
DB01126,6715
DB01126,6716
DB01127,1576
DB01127,1571
DB01127,1588
DB01127,8856
DB01128,1576
DB01128,1565
DB01128,1559
DB01128,1557
DB01128,367
DB01129,1576
DB01129,1544
DB01129,1565
DB01129,1559
DB01129,1557
DB01129,1558
DB01129,9429
DB01129,1543
DB01129,495
DB01130,1576
DB01130,2908
DB01131,1576
DB01131,1565
DB01131,1559
DB01131,1571
DB01131,1557
DB01131,1719
DB01132,1576
DB01132,1559
DB01132,5742
DB01132,1558
DB01132,10599
DB01132,5465
DB01132,5467
DB01132,5468
DB01132,4129
DB01133,523
DB01133,5770
DB01135,590
DB01135,1135
DB01135,1129
DB01136,1576
DB01136,1544
DB01136,1565
DB01136,1559
DB01136,5243
DB01136,5742
DB01136,7498
DB01136,1571
DB01136,7422
DB01136,4718
DB01136,1543
DB01136,54658
DB01136,3757
DB01136,148
DB01136,153
DB01136,154
DB01136,147
DB01136,146
DB01136,150
DB01136,151
DB01136,152
DB01136,7412
DB01136,4879
DB01136,2697
DB01136,6401
DB01136,3091
DB01136,3761
DB01137,1576
DB01137,1544
DB01137,5243
DB01137,9356
DB01137,6582
DB01137,6583
DB01137,55244
DB01137,146802
DB01137,7153
DB01138,1576
DB01138,1559
DB01138,1244
DB01138,1558
DB01138,8714
DB01138,8647
DB01138,4363
DB01138,10257
DB01138,10057
DB01138,8856
DB01138,1555
DB01138,368
DB01138,116085
DB01138,2169
DB01140,9356
DB01140,6584
DB01140,9376
DB01140,6564
DB01140,6565
DB01141,1312
DB01141,410
DB01142,1576
DB01142,1544
DB01142,1565
DB01142,1559
DB01142,5243
DB01142,213
DB01142,1557
DB01142,6532
DB01142,3757
DB01142,6530
DB01142,148
DB01142,1131
DB01142,1128
DB01142,3358
DB01142,1129
DB01142,147
DB01142,146
DB01142,3269
DB01142,3350
DB01142,3357
DB01142,5004
DB01142,3356
DB01142,3362
DB01142,1132
DB01142,1133
DB01142,3274
DB01143,5167
DB01143,249
DB01144,759
DB01144,760
DB01144,762
DB01144,761
DB01146,6531
DB01146,3269
DB01147,213
DB01147,9356
DB01147,6564
DB01147,6565
DB01148,1128
DB01148,1129
DB01149,1576
DB01149,1565
DB01149,5243
DB01149,1577
DB01149,8647
DB01149,11309
DB01149,6532
DB01149,3757
DB01149,6531
DB01149,6530
DB01149,148
DB01149,3358
DB01149,147
DB01149,3350
DB01149,150
DB01149,3356
DB01151,1576
DB01151,1544
DB01151,1565
DB01151,5243
DB01151,1571
DB01151,1562
DB01151,1557
DB01151,6582
DB01151,6580
DB01151,6581
DB01151,6584
DB01151,6583
DB01151,1555
DB01151,1548
DB01151,6532
DB01151,6530
DB01151,148
DB01151,153
DB01151,1813
DB01151,1131
DB01151,1128
DB01151,3358
DB01151,154
DB01151,1129
DB01151,3269
DB01151,3350
DB01151,150
DB01151,5004
DB01151,3356
DB01151,1132
DB01151,1133
DB01151,6609
DB01152,1576
DB01153,1595
DB01154,1576
DB01154,1559
DB01154,1571
DB01154,2554
DB01154,3767
DB01154,3764
DB01155,1544
DB01156,1576
DB01156,1565
DB01156,1559
DB01156,1571
DB01156,6582
DB01156,1555
DB01156,1548
DB01156,6531
DB01156,6530
DB01156,1136
DB01156,5004
DB01156,3359
DB01157,1719
DB01158,476
DB01159,1576
DB01159,1559
DB01159,1571
DB01159,213
DB01159,116444
DB01159,2903
DB01159,116443
DB01159,2741
DB01159,1555
DB01159,1548
DB01159,2554
DB01159,3783
DB01159,27032
DB01159,3760
DB01159,3778
DB01159,3777
DB01159,51305
DB01159,3763
DB01159,6010
DB01159,54331
DB01159,387129
DB01160,9356
DB01160,6578
DB01160,6582
DB01160,9376
DB01160,55867
DB01160,10864
DB01160,28232
DB01160,5737
DB01160,5739
DB01161,590
DB01161,116443
DB01161,6531
DB01161,3359
DB01161,6336
DB01162,5243
DB01162,7040
DB01162,3757
DB01162,148
DB01162,147
DB01162,146
DB01162,81033
DB01162,90134
DB01164,6284
DB01165,1544
DB01165,1244
DB01165,8647
DB01165,9356
DB01165,4363
DB01165,6584
DB01165,6583
DB01165,7153
DB01166,1576
DB01166,1544
DB01166,1565
DB01166,1557
DB01166,1551
DB01166,1577
DB01166,5139
DB01167,1576
DB01167,1565
DB01167,5243
DB01167,1571
DB01167,1551
DB01167,1577
DB01167,1543
DB01167,1555
DB01167,11309
DB01167,1595
DB01168,7498
DB01168,1545
DB01168,4128
DB01169,1576
DB01169,5243
DB01169,1244
DB01169,213
DB01169,1545
DB01169,1543
DB01169,3551
DB01169,3725
DB01169,5595
DB01169,595
DB01169,5594
DB01169,7296
DB01169,207
DB01169,1026
DB01169,3065
DB01169,5371
DB01170,1576
DB01170,6530
DB01171,1565
DB01171,1559
DB01171,1557
DB01171,4128
DB01171,4129
DB01173,1576
DB01173,1544
DB01173,1571
DB01173,2906
DB01173,116444
DB01173,2902
DB01173,116443
DB01173,1555
DB01173,6530
DB01173,3269
DB01173,6336
DB01174,1576
DB01174,1544
DB01174,1559
DB01174,5243
DB01174,1571
DB01174,1244
DB01174,1562
DB01174,1557
DB01174,1579
DB01174,1551
DB01174,1577
DB01174,1558
DB01174,8714
DB01174,8647
DB01174,4363
DB01174,6578
DB01174,1545
DB01174,1139
DB01174,2902
DB01174,2891
DB01174,2898
DB01174,1580
DB01174,1543
DB01174,8856
DB01174,1555
DB01174,1548
DB01174,54658
DB01174,1137
DB01174,2554
DB01174,7364
DB01175,1576
DB01175,1565
DB01175,1557
DB01175,6532
DB01175,6531
DB01175,6530
DB01175,148
DB01175,1128
DB01175,3269
DB01176,1559
DB01176,3269
DB01176,6783
DB01177,1565
DB01177,1559
DB01177,4363
DB01177,7153
DB01178,706
DB01179,7153
DB01179,203068
DB01179,7277
DB01180,1636
DB01181,1576
DB01181,1559
DB01181,5742
DB01181,1562
DB01181,1557
DB01181,1577
DB01181,1558
DB01181,8856
DB01181,1555
DB01181,1548
DB01182,1576
DB01182,1544
DB01182,1565
DB01182,5243
DB01182,1558
DB01182,3757
DB01182,153
DB01182,6331
DB01182,154
DB01183,1576
DB01183,5243
DB01183,213
DB01183,1558
DB01183,6579
DB01183,1385
DB01183,54658
DB01183,4988
DB01183,4986
DB01183,4985
DB01183,1066
DB01183,2099
DB01183,7099
DB01184,1576
DB01184,1544
DB01184,1565
DB01184,5243
DB01184,1551
DB01184,1577
DB01184,1558
DB01184,1555
DB01184,1813
DB01184,1814
DB01185,5618
DB01185,3291
DB01185,6462
DB01185,2908
DB01185,2099
DB01185,367
DB01186,1576
DB01186,1565
DB01186,148
DB01186,1813
DB01186,3358
DB01186,147
DB01186,146
DB01186,3352
DB01186,3351
DB01186,3350
DB01186,3357
DB01186,150
DB01186,1812
DB01186,1816
DB01186,3356
DB01186,1814
DB01186,1815
DB01186,151
DB01186,152
DB01188,476
DB01189,213
DB01189,2890
DB01189,2741
DB01189,2554
DB01189,3736
DB01189,27032
DB01190,1576
DB01191,1544
DB01191,1565
DB01191,1571
DB01191,6532
DB01191,3358
DB01192,1576
DB01192,1565
DB01192,4988
DB01192,4985
DB01193,1565
DB01193,5243
DB01193,153
DB01193,154
DB01194,1576
DB01194,759
DB01194,760
DB01194,762
DB01194,761
DB01194,763
DB01195,1565
DB01195,1559
DB01195,3757
DB01195,6331
DB01195,6329
DB01196,1576
DB01196,5243
DB01196,2099
DB01196,2100
DB01196,4133
DB01196,4130
DB01197,1565
DB01197,5243
DB01197,213
DB01197,9356
DB01197,4318
DB01197,1636
DB01197,623
DB01197,6564
DB01197,4313
DB01197,4048
DB01198,1576
DB01198,1559
DB01198,5742
DB01198,1571
DB01198,1558
DB01198,2554
DB01198,706
DB01198,2555
DB01198,2556
DB01198,2558
DB01199,590
DB01199,43
DB01199,1139
DB01199,6582
DB01199,6580
DB01199,1135
DB01199,3359
DB01200,1576
DB01200,5243
DB01200,148
DB01200,1813
DB01200,3358
DB01200,147
DB01200,146
DB01200,3352
DB01200,3351
DB01200,3350
DB01200,3357
DB01200,3363
DB01200,150
DB01200,1812
DB01200,1816
DB01200,3356
DB01200,1814
DB01200,1815
DB01200,151
DB01200,152
DB01201,1576
DB01201,1565
DB01201,1559
DB01201,1557
DB01201,1558
DB01201,1555
DB01201,64816
DB01202,1576
DB01202,5243
DB01202,1244
DB01202,774
DB01202,9900
DB01203,1565
DB01203,5243
DB01203,153
DB01203,154
DB01204,1576
DB01204,5243
DB01204,1571
DB01204,9429
DB01204,4363
DB01204,1545
DB01204,7153
DB01205,2554
DB01205,2558
DB01205,2566
DB01206,1576
DB01206,1565
DB01206,81551
DB01208,1544
DB01208,5243
DB01208,1244
DB01208,6584
DB01208,7153
DB01209,4988
DB01209,4986
DB01210,1565
DB01210,153
DB01210,154
DB01211,1576
DB01211,5243
DB01211,1557
DB01211,1551
DB01211,1577
DB01211,8647
DB01211,10599
DB01211,10864
DB01211,3757
DB01212,213
DB01212,2752
DB01212,9356
DB01212,9376
DB01212,55867
DB01212,6564
DB01212,6565
DB01213,1571
DB01213,124
DB01213,126
DB01213,125
DB01213,1548
DB01213,847
DB01214,1565
DB01214,153
DB01214,154
DB01215,1576
DB01215,2554
DB01215,2555
DB01215,2556
DB01215,2558
DB01215,2560
DB01215,2561
DB01215,2562
DB01215,2565
DB01215,2566
DB01215,2563
DB01215,2564
DB01215,2569
DB01215,2570
DB01215,200959
DB01216,1576
DB01216,1551
DB01216,1577
DB01216,6715
DB01216,6718
DB01216,6716
DB01217,1576
DB01217,1544
DB01217,1559
DB01217,1588
DB01218,1576
DB01218,1565
DB01218,1577
DB01218,1558
DB01218,3757
DB01219,1576
DB01219,6906
DB01219,6261
DB01220,1576
DB01220,1565
DB01220,1557
DB01220,1558
DB01220,8856
DB01221,1576
DB01221,1559
DB01221,5742
DB01221,590
DB01221,1558
DB01221,1139
DB01221,116443
DB01221,4842
DB01221,1555
DB01221,6530
DB01221,1813
DB01221,1128
DB01221,4988
DB01221,4986
DB01221,4985
DB01221,3350
DB01221,3356
DB01221,3359
DB01221,6869
DB01222,1576
DB01222,1577
DB01222,8647
DB01222,2908
DB01223,1576
DB01223,1544
DB01223,1571
DB01223,1557
DB01223,134
DB01223,3066
DB01223,5139
DB01223,140
DB01224,1576
DB01224,1565
DB01224,5243
DB01224,1557
DB01224,1551
DB01224,1577
DB01224,148
DB01224,1813
DB01224,1131
DB01224,1128
DB01224,3358
DB01224,1129
DB01224,147
DB01224,146
DB01224,3269
DB01224,3352
DB01224,3351
DB01224,3350
DB01224,3354
DB01224,3363
DB01224,150
DB01224,1812
DB01224,1816
DB01224,3356
DB01224,1814
DB01224,1815
DB01224,3359
DB01224,3362
DB01224,151
DB01224,152
DB01224,1132
DB01224,1133
DB01225,4353
DB01225,2159
DB01225,462
DB01226,590
DB01226,1135
DB01226,1131
DB01226,1129
DB01227,1576
DB01227,1588
DB01227,1551
DB01227,1577
DB01227,1136
DB01227,1143
DB01227,4988
DB01228,1565
DB01228,6331
DB01229,1576
DB01229,5243
DB01229,1244
DB01229,1588
DB01229,1551
DB01229,1577
DB01229,1558
DB01229,8647
DB01229,89845
DB01229,9429
DB01229,4363
DB01229,1545
DB01229,8856
DB01229,81027
DB01229,4137
DB01229,596
DB01229,4133
DB01229,4134
DB01231,1131
DB01231,1128
DB01231,1129
DB01232,1576
DB01232,1565
DB01232,5243
DB01232,1244
DB01232,213
DB01232,1551
DB01232,1577
DB01232,1558
DB01232,8647
DB01232,6579
DB01232,9429
DB01232,10599
DB01232,4363
DB01232,6580
DB01232,1583
DB01232,11309
DB01232,5004
DB01233,1565
DB01233,43
DB01233,1586
DB01233,1813
DB01233,1128
DB01233,3359
DB01233,1584
DB01233,1585
DB01233,3360
DB01234,1576
DB01234,1565
DB01234,5243
DB01234,1571
DB01234,1244
DB01234,1588
DB01234,1557
DB01234,1579
DB01234,1551
DB01234,1577
DB01234,1558
DB01234,8647
DB01234,6579
DB01234,9429
DB01234,1545
DB01234,1583
DB01234,4843
DB01234,1586
DB01234,1543
DB01234,8856
DB01234,1555
DB01234,1548
DB01234,2908
DB01234,301
DB01234,64816
DB01234,190
DB01235,213
DB01235,1644
DB01235,117247
DB01235,23428
DB01235,6564
DB01235,1813
DB01235,8140
DB01235,1812
DB01235,1816
DB01235,1814
DB01235,1815
DB01236,1576
DB01236,1571
DB01236,213
DB01236,2890
DB01236,2741
DB01236,1555
DB01236,1548
DB01236,2554
DB01236,3736
DB01236,27032
DB01237,9356
DB01237,3269
DB01238,1576
DB01238,1565
DB01238,213
DB01238,1551
DB01238,1577
DB01238,148
DB01238,1813
DB01238,1131
DB01238,1128
DB01238,3358
DB01238,1129
DB01238,147
DB01238,3269
DB01238,3352
DB01238,3351
DB01238,3350
DB01238,3354
DB01238,3363
DB01238,150
DB01238,1812
DB01238,1816
DB01238,3356
DB01238,1814
DB01238,1815
DB01238,3359
DB01238,3362
DB01238,151
DB01238,152
DB01238,1132
DB01238,1133
DB01239,5243
DB01239,1813
DB01239,1131
DB01239,1128
DB01239,3358
DB01239,1129
DB01239,3269
DB01239,3357
DB01239,1812
DB01239,3356
DB01239,1814
DB01239,1132
DB01239,1133
DB01240,64805
DB01240,5739
DB01240,5740
DB01241,1576
DB01241,1544
DB01241,1559
DB01241,1557
DB01241,1558
DB01241,10599
DB01241,5465
DB01241,54658
DB01241,54659
DB01242,1576
DB01242,1544
DB01242,1565
DB01242,5243
DB01242,213
DB01242,1557
DB01242,2950
DB01242,6532
DB01242,6530
DB01242,3358
DB01242,3357
DB01242,3356
DB01243,351
DB01244,1576
DB01244,1565
DB01244,5243
DB01244,3757
DB01244,5136
DB01244,8912
DB01244,9254
DB01244,476
DB01244,801
DB01244,5153
DB01244,773
DB01244,7134
DB01244,3784
DB01245,590
DB01245,43
DB01245,1137
DB01245,1141
DB01245,1135
DB01246,1576
DB01246,3269
DB01247,4128
DB01247,4129
DB01248,1576
DB01248,5243
DB01248,1244
DB01248,1551
DB01248,1577
DB01248,89845
DB01248,9429
DB01248,4363
DB01248,1545
DB01248,8856
DB01248,10864
DB01248,81027
DB01248,4137
DB01248,596
DB01248,4133
DB01248,4134
DB01250,7172
DB01250,3458
DB01251,1559
DB01251,6833
DB01251,3764
DB01253,1576
DB01253,5243
DB01253,148
DB01254,1576
DB01254,1544
DB01254,5243
DB01254,1577
DB01254,9429
DB01254,5159
DB01254,1545
DB01254,5471
DB01254,1543
DB01254,2328
DB01254,3815
DB01254,25
DB01254,6714
DB01254,1969
DB01254,3932
DB01254,7525
DB01254,6777
DB01254,27
DB01254,2534
DB01254,695
DB01254,8013
DB01254,613
DB01254,1445
DB01254,2044
DB01254,2050
DB01254,2268
DB01254,2444
DB01254,3312
DB01254,4067
DB01254,1432
DB01255,1565
DB01255,6564
DB01255,134864
DB01256,1576
DB01257,727
DB01259,1956
DB01259,1576
DB01259,5243
DB01259,2064
DB01259,1557
DB01259,1577
DB01259,1558
DB01259,6890
DB01260,1576
DB01260,2908
DB01261,1576
DB01261,5243
DB01261,1558
DB01261,9376
DB01261,1803
DB01262,1633
DB01262,1786
DB01263,1576
DB01263,5243
DB01264,1576
DB01264,5243
DB01264,10599
DB01266,134
DB01266,135
DB01266,136
DB01266,140
DB01267,1576
DB01267,1565
DB01267,5243
DB01267,1577
DB01267,148
DB01267,1813
DB01267,3358
DB01267,147
DB01267,3269
DB01267,3352
DB01267,3350
DB01267,3363
DB01267,150
DB01267,1812
DB01267,3356
DB01267,1814
DB01267,1815
DB01267,151
DB01267,152
DB01268,1576
DB01268,5243
DB01268,1244
DB01268,1551
DB01268,1577
DB01268,9429
DB01268,5159
DB01268,5156
DB01268,10257
DB01268,2324
DB01268,3791
DB01268,2322
DB01268,3815
DB01268,2321
DB01268,1436
DB01269,1956
DB01270,7422
DB01271,10226
DB01272,4074
DB01273,1139
DB01273,6582
DB01273,1137
DB01273,1141
DB01273,1136
DB01273,8973
DB01274,1565
DB01274,1559
DB01274,1557
DB01274,1548
DB01274,154
DB01275,1576
DB01275,5033
DB01275,8639
DB01276,2740
DB01276,213
DB01276,1803
DB01277,3643
DB01277,3480
DB01277,3486
DB01277,3482
DB01277,3483
DB01278,799
DB01278,10267
DB01278,10266
DB01278,10268
DB01279,10226
DB01280,100
DB01280,5422
DB01280,1633
DB01280,1716
DB01281,942
DB01281,941
DB01282,5021
DB01283,1544
DB01283,1559
DB01283,5742
DB01283,5743
DB01283,1557
DB01283,54600
DB01284,4158
DB01285,1576
DB01285,1591
DB01285,1594
DB01285,3284
DB01285,4158
DB01285,1392
DB01288,153
DB01288,154
DB01288,155
DB01291,153
DB01291,154
DB01294,213
DB01294,7018
DB01296,7124
DB01296,1571
DB01296,1557
DB01296,4318
DB01296,3458
DB01296,4791
DB01297,1565
DB01297,153
DB01299,5340
DB01299,2936
DB01299,4255
DB01299,1728
DB01299,5914
DB01299,10928
DB01299,1432
DB01299,831
DB01299,331
DB01299,2551
DB01303,1544
DB01303,10864
DB01303,134
DB01303,135
DB01303,3066
DB01303,5139
DB01303,5141
DB01306,3643
DB01306,3480
DB01307,3643
DB01307,3480
DB01307,213
DB01309,3643
DB01309,3480
DB01319,1576
DB01320,1576
DB01320,1544
DB01320,1565
DB01320,1559
DB01320,6906
DB01320,213
DB01320,1557
DB01320,1555
DB01320,6331
DB01320,54578
DB01320,54600
DB01323,1576
DB01323,1565
DB01323,5243
DB01323,1557
DB01324,6559
DB01325,6557
DB01325,6558
DB01325,759
DB01325,760
DB01325,6559
DB01326,9356
DB01326,9376
DB01326,55867
DB01326,10864
DB01327,213
DB01327,9356
DB01327,9376
DB01327,10257
DB01327,55867
DB01327,7172
DB01327,3558
DB01327,5444
DB01327,3600
DB01328,213
DB01329,213
DB01329,9356
DB01329,9376
DB01329,55867
DB01329,10864
DB01330,213
DB01332,9356
DB01332,9376
DB01332,6564
DB01333,1576
DB01333,9356
DB01333,6584
DB01333,6564
DB01333,6565
DB01333,55244
DB01336,1135
DB01336,1129
DB01337,590
DB01337,6582
DB01337,6580
DB01337,1135
DB01337,1131
DB01337,1129
DB01338,590
DB01338,1135
DB01338,1131
DB01338,1129
DB01339,5243
DB01339,1135
DB01340,5243
DB01340,1636
DB01340,6564
DB01340,6565
DB01345,476
DB01346,2891
DB01346,2554
DB01346,6331
DB01346,2555
DB01346,3775
DB01348,1636
DB01348,6564
DB01348,6565
DB01351,1139
DB01351,2891
DB01351,2898
DB01351,1548
DB01351,1137
DB01351,2554
DB01351,2555
DB01351,2556
DB01351,2557
DB01351,2558
DB01351,2559
DB01353,1139
DB01353,2891
DB01353,2898
DB01353,1137
DB01353,2554
DB01353,2555
DB01353,2556
DB01353,2557
DB01353,2558
DB01353,2559
DB01357,1576
DB01357,1559
DB01357,1558
DB01357,2099
DB01359,1565
DB01359,153
DB01359,154
DB01359,3351
DB01359,3350
DB01359,5004
DB01364,590
DB01364,43
DB01364,6571
DB01364,6530
DB01364,148
DB01365,148
DB01365,153
DB01366,154
DB01367,1544
DB01367,4129
DB01367,596
DB01369,1576
DB01370,213
DB01370,476
DB01370,7018
DB01370,351
DB01370,3816
DB01373,1356
DB01373,27032
DB01373,775
DB01373,801
DB01373,26
DB01373,6285
DB01373,6284
DB01373,6273
DB01373,7134
DB01373,7125
DB01373,6711
DB01373,831
DB01373,1311
DB01373,250
DB01373,6279
DB01373,6280
DB01373,652
DB01373,4256
DB01373,57526
DB01373,10016
DB01378,476
DB01380,1576
DB01380,2908
DB01381,1559
DB01381,2741
DB01381,6530
DB01381,2554
DB01381,2561
DB01381,2566
DB01381,5320
DB01382,3758
DB01382,6833
DB01390,8671
DB01390,9497
DB01390,9498
DB01390,57282
DB01392,1576
DB01392,1565
DB01392,1813
DB01392,3358
DB01392,3352
DB01392,3351
DB01392,3350
DB01392,3357
DB01392,150
DB01392,3758
DB01392,3356
DB01392,1814
DB01392,151
DB01392,152
DB01393,1576
DB01393,1558
DB01393,10599
DB01393,5465
DB01393,5467
DB01393,5468
DB01393,6256
DB01393,1543
DB01393,8856
DB01393,6258
DB01393,6257
DB01394,1576
DB01394,5243
DB01394,1571
DB01394,1558
DB01394,4363
DB01394,6581
DB01394,1555
DB01394,81027
DB01394,203068
DB01394,5244
DB01395,1576
DB01395,5743
DB01395,590
DB01395,367
DB01395,5241
DB01395,4306
DB01396,1576
DB01396,5243
DB01396,213
DB01396,6579
DB01396,1583
DB01396,353189
DB01396,476
DB01399,5742
DB01399,5743
DB01400,590
DB01400,43
DB01401,5742
DB01401,5743
DB01403,1565
DB01403,1571
DB01403,148
DB01403,1813
DB01403,1131
DB01403,1128
DB01403,3358
DB01403,1129
DB01403,147
DB01403,146
DB01403,3269
DB01403,150
DB01403,1812
DB01403,1816
DB01403,3356
DB01403,1814
DB01403,1815
DB01403,151
DB01403,152
DB01403,1132
DB01403,1133
DB01404,5743
DB01404,196
DB01404,3569
DB01406,2798
DB01406,1576
DB01406,1588
DB01406,6462
DB01406,2099
DB01406,367
